,id,subject_class,subject_id,object_class,object_id,context_class,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,action
285,667726,DealProduct,8824,User,171.0,Deal,5900.0,1632146482,"Viktor, Bryankin удалил товар <rb-link object=""Product"" text=""Трактор Case IH AG Magnum 400 Rowtrac AFS Connect M40T4S AB ALL 01"" params=""{&quot;id&quot;:1008,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделке - <rb-link object=""Deal"" text=""5900.Сделка с клиентом ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:5900,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",23,,False,,
286,667725,DealProduct,8824,User,171.0,Deal,5900.0,1632146462,"Viktor, Bryankin добавил 1 ед. товара <rb-link object=""Product"" text=""Трактор Case IH AG Magnum 400 Rowtrac AFS Connect M40T4S AB ALL 01"" params=""{&quot;id&quot;:1008,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""5900.Сделка с клиентом ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:5900,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19,,False,,
288,667723,DealProduct,8823,User,171.0,Deal,5900.0,1632146327,"Viktor, Bryankin добавил 1 ед. товара <rb-link object=""Product"" text=""Комбайн зерноуборочный роторный Case Axial Flow 6150 MD6BHP B ALL 02"" params=""{&quot;id&quot;:837,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""5900.Сделка с клиентом ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:5900,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19,,False,,
289,667722,Deal,5900,User,171.0,Deal,5900.0,1632146219,"Viktor, Bryankin создал новую сделку №5900 - <rb-link object=""Deal"" text=""5900.Сделка с клиентом ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:5900,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:4793}""></rb-link>.",9,,False,,создал новую сделку
290,667721,Deal,5900,User,171.0,Company,4793.0,1632146219,"Viktor, Bryankin создал новую сделку №5900 - <rb-link object=""Deal"" text=""5900.Сделка с клиентом ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:5900,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Елагин Александр Андреевич"" params=""{&quot;id&quot;:4793}""></rb-link>.",8,,False,,создал новую сделку
291,667720,DealActualStagePoint,230975,User,148.0,Deal,5899.0,1632146187,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, снял выбор с пункта чек-листа 1. Работа с возражениями клиента в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",18,,False,,
292,667719,DealActualStagePoint,230975,User,148.0,Deal,5899.0,1632146183,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Работа с возражениями клиента в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
293,667718,Deal,5899,User,148.0,Deal,5899.0,1632146179,"Gridin, Sergey изменил этап сделки №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:2977}""></rb-link>.",14,,False,,
294,667717,DealActualStagePoint,230974,User,148.0,Deal,5899.0,1632146176,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
295,667716,DealActualStagePoint,230973,User,148.0,Deal,5899.0,1632146175,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
296,667715,DealActualStagePoint,230972,User,148.0,Deal,5899.0,1632146174,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. ИТОГ: у клиента сформировано четкое намерение законтрактоваться в ближайшие 3 месяца в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
297,667714,DealActualStagePoint,230971,User,148.0,Deal,5899.0,1632146173,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Запрос КП клиентом в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
298,667713,DealActualStagePoint,230970,User,148.0,Deal,5899.0,1632146172,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Предоставление отзывов других клиентов (публикации, устно или совместное посещение) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
299,667712,DealActualStagePoint,230968,User,148.0,Deal,5899.0,1632146170,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Презентация преимуществ работы с нашей компанией. Презентация нашей техники (каталоги, видео, любые другие демонстрационные материалы) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
300,667711,Deal,5899,User,148.0,Deal,5899.0,1632146167,"Gridin, Sergey изменил этап сделки №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 2. Презентационная работа. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:2977}""></rb-link>.",14,,False,,
301,667710,DealActualStagePoint,230967,User,148.0,Deal,5899.0,1632146164,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
302,667709,DealActualStagePoint,230966,User,148.0,Deal,5899.0,1632146163,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
303,667708,DealActualStagePoint,230965,User,148.0,Deal,5899.0,1632146161,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
304,667707,DealActualStagePoint,230964,User,148.0,Deal,5899.0,1632146160,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
305,667706,DealActualStagePoint,230963,User,148.0,Deal,5899.0,1632146155,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
306,667705,DealActualStagePoint,230962,User,148.0,Deal,5899.0,1632146154,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
307,667704,DealActualStagePoint,230961,User,148.0,Deal,5899.0,1632146154,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
308,667703,DealActualStagePoint,230960,User,148.0,Deal,5899.0,1632146145,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
309,667702,DealActualStagePoint,230959,User,148.0,Deal,5899.0,1632146143,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 3. Сбор и внесение информации о конкурентах, с которыми работает клиент в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
310,667701,DealActualStagePoint,230958,User,148.0,Deal,5899.0,1632146142,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
311,667700,DealActualStagePoint,230957,User,148.0,Deal,5899.0,1632146137,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
312,667699,Deal,5899,User,148.0,Deal,5899.0,1632146134,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 01.11.2021.",85,,False,,
313,667698,Deal,5899,User,148.0,Deal,5899.0,1632146128,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.10.2021.",85,,False,,
314,667697,DealProduct,8822,User,148.0,Deal,5899.0,1632146120,"Gridin, Sergey добавил 1 ед. товара <rb-link object=""Product"" text=""Трактор Case Magnum 340 M34KZ3 A ALL 01"" params=""{&quot;id&quot;:753,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19,,False,,
315,667696,Deal,5899,User,148.0,Deal,5899.0,1632146090,"Gridin, Sergey создал новую сделку №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:2977}""></rb-link>.",9,,False,,создал новую сделку
316,667695,Deal,5899,User,148.0,Company,2977.0,1632146090,"Gridin, Sergey создал новую сделку №5899 - <rb-link object=""Deal"" text=""5899.Сделка с клиентом ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:5899,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ИП Глава КФХ Пономарев А.А."" params=""{&quot;id&quot;:2977}""></rb-link>.",8,,False,,создал новую сделку
317,667694,DealActualStagePoint,230919,User,171.0,Deal,5898.0,1632146028,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
318,667693,DealActualStagePoint,230920,User,171.0,Deal,5898.0,1632146028,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
319,667692,DealActualStagePoint,230918,User,171.0,Deal,5898.0,1632146028,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
320,667691,DealActualStagePoint,230921,User,171.0,Deal,5898.0,1632146028,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
321,667690,DealActualStagePoint,230916,User,171.0,Deal,5898.0,1632146024,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
322,667689,DealActualStagePoint,230917,User,171.0,Deal,5898.0,1632146023,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
323,667688,DealActualStagePoint,230915,User,171.0,Deal,5898.0,1632146023,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
324,667687,DealActualStagePoint,230913,User,171.0,Deal,5898.0,1632146021,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 3. Сбор и внесение информации о конкурентах, с которыми работает клиент в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
325,667686,DealActualStagePoint,230914,User,171.0,Deal,5898.0,1632146021,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
326,667685,DealActualStagePoint,230912,User,171.0,Deal,5898.0,1632146021,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 2. Внесение данных в карточку RB обновленных данных о контактных лицах (ЛПР, ЛВПР и прочих контактных лицах) в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
327,667684,DealActualStagePoint,230911,User,171.0,Deal,5898.0,1632146020,"Viktor, Bryankin, Менеджер по продажам отдела техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17,,False,,
328,667683,Deal,5898,User,171.0,Deal,5898.0,1632146015,"Viktor, Bryankin, Менеджер по продажам отдела техники, изменил значение в поле ""Дата контрактации"" в сделке №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.10.2021.",85,,False,,
329,667682,DealProduct,8821,User,171.0,Deal,5898.0,1632146007,"Viktor, Bryankin добавил 1 ед. товара <rb-link object=""Product"" text=""Комбинированное орудие CASE ECOLO TIGER 875 Спецификация 14ft (4.2м)"" params=""{&quot;id&quot;:94,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19,,False,,
330,667681,Deal,5898,User,171.0,Deal,5898.0,1632145920,"Viktor, Bryankin создал новую сделку №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:4501}""></rb-link>.",9,,False,,создал новую сделку
331,667680,Deal,5898,User,171.0,Company,4501.0,1632145920,"Viktor, Bryankin создал новую сделку №5898 - <rb-link object=""Deal"" text=""5898.Сделка с клиентом ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:5898,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ООО &quot;Никифоровское&quot;"" params=""{&quot;id&quot;:4501}""></rb-link>.",8,,False,,создал новую сделку
332,667679,Event,48071,User,148.0,Company,4797.0,1632145873,"Gridin, Sergey завершил событие календаря задача: Встреча. Выявление потребности..",28,,False,,
333,667678,Event,48071,User,148.0,Event,48071.0,1630616400,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""ООО &quot;АГРО-СЕМЕНА&quot;"" params=""{&quot;id&quot;:4797}""></rb-link>. Завершить не позднее: 03.09.2021.",92,,True,,
334,667677,Event,48071,User,148.0,Event,48071.0,1632145873,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""ООО &quot;АГРО-СЕМЕНА&quot;"" params=""{&quot;id&quot;:4797}""></rb-link>. Завершить не позднее: 03.09.2021.",50,,False,,
335,667676,Comment,66335,User,148.0,Event,48071.0,1632145873,"Gridin, Sergey создал новый комментарий ""В планах приобретение второго комбайна. Устраивает ДДир S760, т.к аналогичный комбайн есть в хозяйстве, полностью устраивает. Рассматривать будет после уборки. Необходима доп. встреча."" в задаче - <rb-link object=""Events"" text=""Встреча. Выявление потребности."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48071&quot;}}""></rb-link>.",87,,False,,
336,667675,Event,48394,User,148.0,Deal,5267.0,1632145311,"Gridin, Sergey завершил событие календаря, по сделке <rb-link object=""Deal"" text=""5267.Сделка с клиентом ООО Фирма &quot;Надежда&quot;"" params=""{&quot;id&quot;:5267,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>, задача: Встреча. Переговоры по сделке.",29,,False,,
337,667674,Event,48394,User,148.0,Company,4358.0,1632145311,"Gridin, Sergey завершил событие календаря задача: Встреча. Переговоры по сделке..",28,,False,,
338,667673,Event,48394,User,148.0,Event,48394.0,1631826000,"Задача завершена - Встреча. Переговоры по сделке.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""ООО Фирма &quot;Надежда&quot;"" params=""{&quot;id&quot;:4358}""></rb-link>. Завершить не позднее: 17.09.2021.",92,,True,,
339,667672,Event,48394,User,148.0,Event,48394.0,1632145311,"Задача завершена - Встреча. Переговоры по сделке.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""ООО Фирма &quot;Надежда&quot;"" params=""{&quot;id&quot;:4358}""></rb-link>. Завершить не позднее: 17.09.2021.",50,,False,,
340,667671,Comment,66334,User,148.0,Event,48394.0,1632145310,"Gridin, Sergey создал новый комментарий ""По технике пока точно не готов сказать, т.к пока продукцию не реализовал, ждет цену, после будет видно, какая единица самох. техники будет нужна. Договорились встретиться через 2 недели."" в задаче - <rb-link object=""Events"" text=""Встреча. Переговоры по сделке."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48394&quot;}}""></rb-link>.",87,,False,,
341,667670,Comment,66334,User,148.0,Deal,5267.0,1632145310,"Gridin, Sergey, Менеджер по продажам отдела продаж техники, создал новый комментарий ""По технике пока точно не готов сказать, т.к пока продукцию не реализовал, ждет цену, после будет видно, какая единица самох. техники будет нужна. Договорились встретиться через 2 недели."" в задаче - <rb-link object=""Events"" text=""Встреча. Переговоры по сделке."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48394&quot;}}""></rb-link>, связанной со сделкой №5267 - <rb-link object=""Deal"" text=""5267.Сделка с клиентом ООО Фирма &quot;Надежда&quot;"" params=""{&quot;id&quot;:5267,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",88,,False,,
342,667669,Event,48397,User,148.0,Company,770.0,1632145204,"Gridin, Sergey завершил событие календаря задача: Встреча. Выявление потребности..",28,,False,,
343,667668,Event,48397,User,148.0,Event,48397.0,1631826000,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""КХ «Лига»"" params=""{&quot;id&quot;:770}""></rb-link>. Завершить не позднее: 17.09.2021.",92,,True,,
344,667667,Event,48397,User,148.0,Event,48397.0,1632145204,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""КХ «Лига»"" params=""{&quot;id&quot;:770}""></rb-link>. Завершить не позднее: 17.09.2021.",50,,False,,
345,667666,Comment,66333,User,148.0,Event,48397.0,1632145203,"Gridin, Sergey создал новый комментарий ""Предложил комбайн по трейд ин на РСМ, отказывается, пока на этот сезон самох. технику менять не будут. Необходима доп.встреча."" в задаче - <rb-link object=""Events"" text=""Встреча. Выявление потребности."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48397&quot;}}""></rb-link>.",87,,False,,
346,667665,Event,48395,User,148.0,Company,767.0,1632145125,"Gridin, Sergey завершил событие календаря задача: Встреча. Выявление потребности..",28,,False,,
347,667664,Event,48395,User,148.0,Event,48395.0,1631826000,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""КФХ ИП Глава КФХ Ракитин Н.М."" params=""{&quot;id&quot;:767}""></rb-link>. Завершить не позднее: 17.09.2021.",92,,True,,
348,667663,Event,48395,User,148.0,Event,48395.0,1632145125,"Задача завершена - Встреча. Выявление потребности.. Ответственный: Gridin, Sergey. Автор: Gridin, Sergey. Клиент: <rb-link object=""Company"" text=""КФХ ИП Глава КФХ Ракитин Н.М."" params=""{&quot;id&quot;:767}""></rb-link>. Завершить не позднее: 17.09.2021.",50,,False,,
349,667662,Comment,66332,User,148.0,Event,48395.0,1632145124,"Gridin, Sergey создал новый комментарий ""Презентовал новинку Магнум 400. Предложил в трейд ин на NH. Пока не планирует менять самоходную технику, т.к приобрел б\у NH 8 в этом году. ПО орудия есть."" в задаче - <rb-link object=""Events"" text=""Встреча. Выявление потребности."" filter=""{&quot;where&quot;:{&quot;search&quot;:&quot;#48395&quot;}}""></rb-link>.",87,,False,,
350,667661,Event,48455,User,171.0,Deal,5897.0,1632145021,"Viktor, Bryankin завершил событие календаря, по сделке <rb-link object=""Deal"" text=""5897.Сделка с клиентом ОАО Радуга (Тамбовский район)"" params=""{&quot;id&quot;:5897,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>, задача: Выявление потребности",29,,False,,
351,667660,Event,48455,User,171.0,Company,1357.0,1632145021,"Viktor, Bryankin завершил событие календаря задача: Выявление потребности.",28,,False,,
